CustomerID,Recency,Frequency,Monetary
246650,92,0.17,17500
243102,92,0.17,17500
390183,31,0.2,25000
675399,92,0.25,18750
687949,26,0.75,94318
172516,62,0.14,10714
638512,31,0.25,18750
678682,62,0.25,18750
846949,92,0.25,23750
705675,92,0.25,18750
630567,92,0.25,26250
840301,31,0.25,23750
490888,31,0.2,15000
84072,92,0.14,17857
548483,11,0.2,4000
378646,92,0.2,14000
428374,31,0.2,13000
981943,92,0.25,18750
1043433,31,0.67,56666
584705,62,0.2,18000
924323,62,0.25,18750
1025394,31,0.25,22500
1021376,62,0.25,18750
295380,62,0.17,17500
261258,92,0.17,17500
1010306,31,0.25,18750
183956,62,0.14,10714
217096,31,0.17,20833
675483,92,0.25,18750
1009469,62,0.25,18750
881963,31,0.5,42500
642418,31,0.25,18750
159586,62,0.14,15000
873794,62,0.25,23750
937181,31,0.25,9314
912783,62,0.25,31250
469146,62,0.2,15000
826639,92,0.25,26250
662612,92,0.25,23750
751051,92,0.25,21250
536363,62,0.2,14000
755694,92,0.25,24772
255190,62,0.17,20833
468077,31,0.2,15000
684646,31,0.5,79545
845756,62,0.25,23750
792519,31,0.25,18750
989232,62,0.25,17500
220131,31,0.17,12500
784644,92,0.25,21250
936706,62,0.25,18750
467418,31,0.2,21000
293903,92,0.17,12500
517932,31,0.2,15000
251096,92,0.17,14166
840223,31,0.25,16935
176897,62,0.14,13571
386989,62,0.2,14000
781315,62,0.25,23750
799359,92,0.25,21250
975870,92,0.25,23750
372121,92,0.2,15000
440474,62,0.2,17000
609649,62,0.2,23000
768036,31,0.25,18750
984374,31,0.25,18750
728448,92,0.25,26250
363318,31,0.4,38000
425371,92,0.2,15000
979811,62,0.25,23750
782263,31,0.25,21250
867881,31,0.25,18750
864320,92,0.25,26250
995953,92,0.25,18750
872226,31,0.25,23750
1046511,62,0.33,16666
554564,92,0.2,15000
871689,62,0.25,23750
366509,31,0.2,17000
521711,62,0.4,25000
96078,62,0.14,7142
173295,62,0.14,10000
94709,62,0.14,19285
947224,62,0.25,18750
1039450,62,0.33,31666
103156,31,0.14,12142
95244,62,0.14,13571
390571,62,0.2,17000
914268,62,0.25,23750
1040190,62,0.33,25000
810033,92,0.25,26250
219788,31,0.33,20000
1028550,31,0.25,17500
747785,31,0.25,23750
438438,31,0.2,12000
880846,31,0.25,23750
300174,62,0.17,12500
387080,31,0.4,22129
848431,62,0.25,18750
842489,31,0.5,52500
429433,62,0.2,31818
356254,62,0.17,15833
762959,92,0.25,23750
326586,31,0.17,14166
795127,31,0.25,21250
145338,31,0.29,21428
378013,62,0.2,22000
558950,31,0.2,19000
632687,31,0.25,18750
810118,92,0.25,18750
460651,92,0.2,21000
566192,92,0.2,15000
867198,62,0.25,12500
294210,31,0.33,35000
272358,92,0.17,15833
783379,92,0.25,12500
854024,92,0.25,28750
805430,92,0.25,20000
173646,31,0.14,20714
588631,92,0.2,15000
478533,62,0.2,10000
446546,92,0.2,21000
920554,31,0.25,18750
938491,31,0.25,18750
583920,62,0.2,15000
773006,31,0.25,26250
967713,92,0.25,23750
852265,62,0.25,28750
968538,92,0.25,33750
659687,62,0.25,18750
723807,92,0.25,31250
789330,92,0.25,21250
696785,62,0.25,18750
204013,92,0.17,15833
1047209,62,0.33,25000
458761,92,0.2,15000
695618,31,0.25,21250
887025,92,0.25,18750
965347,92,0.25,18750
129439,92,0.14,12857
310395,92,0.17,14166
211617,92,0.17,10833
937429,92,0.25,23750
599047,92,0.2,19000
453616,31,0.4,38000
938945,31,0.25,31250
789572,62,0.25,10282
150093,92,0.14,17857
970047,31,0.25,23750
983745,31,0.5,37500
628474,31,0.25,18750
720237,92,0.25,21250
255392,62,0.17,15833
753084,31,0.25,26250
542745,92,0.2,15000
360074,92,0.17,15833
961952,31,0.25,17500
919022,62,0.25,17500
473386,31,0.2,15000
424069,92,0.2,19000
417844,62,0.2,14000
613839,31,0.25,18750
1029374,92,0.25,36250
621041,92,0.25,12500
901356,92,0.25,21250
764281,31,0.25,18750
787652,31,0.25,23750
952575,92,0.25,23750
691429,31,0.25,23750
469185,92,0.2,19000
220203,62,0.17,14166
756466,92,0.25,26250
957987,62,0.25,18750
576410,31,0.2,17000
537730,62,0.2,15000
998587,31,0.25,18750
428828,62,0.2,19000
739733,92,0.25,23750
809632,92,0.25,17500
908372,92,0.25,23750
520090,62,0.4,44454
669636,31,0.25,18750
305984,62,0.17,20833
926509,31,0.25,18750
799696,31,0.25,18750
469575,62,0.2,15000
439641,62,0.2,17000
850324,92,0.25,18750
384328,62,0.2,16000
664558,92,0.25,23750
493996,31,0.2,19000
515544,31,0.4,20000
891248,31,0.25,18750
435972,62,0.2,17000
764217,62,0.25,18750
345540,92,0.17,14166
672220,92,0.25,28750
422200,31,0.2,17000
565175,62,0.2,15000
831648,31,0.25,23750
837289,31,0.25,18750
769789,92,0.25,26250
1019270,31,0.25,18750
273585,62,0.17,12500
580256,31,0.2,21000
1010797,31,0.25,16250
881533,31,0.25,26250
214787,92,0.17,14166
290284,92,0.17,12500
834493,62,0.25,21250
1015153,92,0.25,18750
1005308,92,0.25,26250
740877,92,0.25,31250
561820,31,0.2,15000
639143,31,0.25,23750
950005,62,0.25,18750
481827,31,0.2,20000
648756,92,0.25,18750
1045689,92,0.33,35000
289472,92,0.17,11666
237927,62,0.17,30833
526577,62,0.2,15000
710068,92,0.25,17500
928367,62,0.25,23750
878810,62,0.25,18750
249175,92,0.17,17500
957222,31,0.25,18750
1033654,62,0.25,17500
715361,92,0.25,18750
679916,62,0.25,18750
578775,62,0.2,17000
601932,92,0.2,15000
407818,92,0.2,14000
654279,62,0.25,23750
976514,92,0.25,23750
1007828,31,0.25,18750
682552,31,0.25,18750
790858,31,0.25,26250
160413,62,0.14,16428
348756,62,0.17,12500
738235,31,0.5,33750
668353,92,0.25,36250
991857,92,0.25,18750
395611,92,0.2,13000
422786,31,0.4,30000
302408,62,0.17,17500
471150,62,0.2,14000
746945,27,0.25,52500
702128,31,0.25,21250
998605,92,0.25,20000
1038757,92,0.33,31666
287494,92,0.17,12500
809670,31,0.5,52500
959723,31,0.25,26250
925512,92,0.25,18750
315880,62,0.17,12500
1014431,92,0.25,21250
480295,31,0.2,15000
737122,40,0.25,5080
797062,31,0.25,26250
1038036,92,0.33,38333
914581,62,0.25,18750
92790,92,0.14,13571
414566,92,0.2,22000
653634,92,0.25,23750
146478,62,0.29,34026
96190,62,0.14,8571
826099,62,0.25,18750
900434,31,0.25,23750
412399,31,0.2,14000
855643,92,0.25,18750
309364,31,0.33,31666
961482,92,0.25,18750
928261,31,0.5,37500
274968,92,0.17,17500
207646,62,0.17,14166
939230,31,0.25,23750
282185,92,0.17,14166
1005389,92,0.25,17500
257253,31,0.17,15833
881690,62,0.25,17500
984990,92,0.25,35795
1026574,62,0.25,18750
508829,92,0.2,15000
680408,92,0.25,18750
852316,92,0.25,18750
1016028,62,0.25,18750
779269,92,0.25,21250
600964,31,0.2,14000
228117,31,0.17,14166
532410,92,0.2,10000
363943,31,0.4,31000
347834,31,0.33,25000
901220,31,0.25,18750
286869,92,0.17,14166
544553,92,0.2,15000
930707,31,0.5,52500
534697,31,0.2,15000
543240,62,0.2,15000
922438,62,0.25,18750
798231,31,0.25,21250
537016,62,0.2,15000
580385,31,0.2,21000
997964,92,0.25,17500
393648,62,0.2,23000
235671,62,0.17,17500
1004174,62,0.25,39772
676193,62,0.25,18750
665301,62,0.25,23750
584159,92,0.2,15000
378520,92,0.2,20000
383001,62,0.2,21000
327151,31,0.17,12500
855986,31,0.25,15000
215074,62,0.33,45681
243272,31,0.17,12500
742749,31,0.25,21250
388653,62,0.2,13000
696686,62,0.25,26250
791832,31,0.5,37500
913453,92,0.25,17500
505425,62,0.2,15000
481960,92,0.2,10000
132770,92,0.14,14285
559809,62,0.2,23000
1036755,31,0.33,25000
599659,31,0.2,23000
561073,92,0.2,23000
690517,92,0.25,18750
1023376,31,0.25,18750
668520,31,0.25,22500
599540,92,0.2,15000
947003,92,0.25,23750
749951,62,0.25,26250
826049,92,0.25,23750
934016,92,0.25,18750
935328,62,0.25,18750
1045476,31,0.67,66060
988986,62,0.25,28750
457050,31,0.2,17000
145795,31,0.14,12142
501093,31,0.2,19000
817433,62,0.25,22500
207884,62,0.17,17500
977717,62,0.25,23750
318284,92,0.17,12500
305773,31,0.33,35000
540823,92,0.2,15000
441829,31,0.2,19000
912739,31,0.5,47500
271484,62,0.17,22500
618190,31,0.25,18750
837769,62,0.25,26250
940876,31,0.25,28750
148309,31,0.29,30000
390993,31,0.2,15000
360139,92,0.17,14166
367856,31,0.2,15000
512090,31,0.2,15000
993948,10,0.25,5000
335905,92,0.17,10833
881739,31,0.25,31250
791516,62,0.25,21250
503780,31,0.4,30000
657373,31,0.25,23750
679235,62,0.25,20000
740367,92,0.25,21250
810338,31,0.25,18750
859376,62,0.25,23750
709726,31,0.25,21250
976942,62,0.25,23750
913857,31,0.5,62045
466412,31,0.2,19000
829291,31,0.25,18750
590329,62,0.2,19000
709264,31,0.5,42500
266676,31,0.33,25000
330542,31,0.17,12500
454959,62,0.2,19000
379496,92,0.2,17000
845256,92,0.25,16250
942397,31,0.25,18750
323836,92,0.17,15833
506560,62,0.2,15000
747796,92,0.25,18750
1038862,92,0.33,23333
613409,31,0.25,17500
312200,62,0.17,17500
503279,62,0.2,15000
1007439,62,0.25,18750
222693,62,0.17,12500
831934,92,0.25,23750
934445,92,0.25,17500
297834,62,0.17,15833
976281,31,0.25,18750
1009917,92,0.25,18750
725762,62,0.25,28750
741491,31,0.25,21250
158957,92,0.14,10000
125107,92,0.14,15000
403210,62,0.2,14000
713836,92,0.25,28750
129846,31,0.14,15000
853633,31,0.25,21250
974886,62,0.25,26250
163397,92,0.14,12142
627335,31,0.25,18750
750947,92,0.25,18750
382368,31,0.2,15000
85749,62,0.14,13571
444927,31,0.2,15000
725601,31,0.25,31250
399700,31,0.2,19000
1013165,92,0.25,18750
1038427,92,0.33,23333
673341,92,0.25,18750
571236,62,0.2,15000
549151,92,0.2,21000
383847,92,0.2,17000
606354,62,0.2,15000
878349,62,0.25,23750
730800,92,0.25,22500
875515,92,0.25,33750
280294,62,0.17,17500
802535,31,0.25,23750
581863,31,0.4,38000
802660,62,0.25,23750
795620,31,0.25,18750
264307,62,0.17,15833
910393,62,0.25,23750
954648,92,0.25,22500
843523,31,0.5,37500
908885,92,0.25,23750
930382,92,0.25,18750
694542,31,0.25,18750
281337,62,0.17,12500
305889,62,0.17,17500
856551,31,0.25,23750
551845,92,0.2,15000
362616,92,0.17,17500
645885,31,0.5,37500
221865,31,0.17,14166
929259,31,0.25,18750
363867,92,0.2,15000
842709,31,0.5,37500
904868,31,0.25,21250
455943,31,0.2,17000
588817,92,0.2,15000
838236,92,0.25,22500
1025961,31,0.25,18750
380934,62,0.2,17000
439190,31,0.2,13000
535367,31,0.4,30000
443387,92,0.2,15000
940528,92,0.25,18750
271219,92,0.17,17500
483845,31,0.4,34000
675881,92,0.25,23750
603649,62,0.2,15000
945025,31,0.25,23750
656668,62,0.25,18750
80013,62,0.14,8571
926233,62,0.25,18750
731133,92,0.25,21250
451843,31,0.2,15000
997678,87,0.25,15625
529325,31,0.2,15000
952564,92,0.25,18750
757501,92,0.25,18750
